name	games	sport	medal
Xabier Fernndez Gaztaaga	2008 Summer	Sailing	Silver
Lyndon Ferns	2008 Summer	Swimming	NA
Lyndon Ferns	2008 Summer	Swimming	NA
Lyndon Ferns	2008 Summer	Swimming	NA
Lyndon Ferns	2008 Summer	Swimming	NA
Erika Ferraioli	2008 Summer	Swimming	NA
Yania Ferrales Monteagudo	2008 Summer	Athletics	NA
Vanessa Ferrari	2008 Summer	Gymnastics	NA
Vanessa Ferrari	2008 Summer	Gymnastics	NA
Vanessa Ferrari	2008 Summer	Gymnastics	NA
Vanessa Ferrari	2008 Summer	Gymnastics	NA
Vanessa Ferrari	2008 Summer	Gymnastics	NA
Monique Andrade Ferreira	2008 Summer	Swimming	NA
Monique Andrade Ferreira	2008 Summer	Swimming	NA
Monique Andrade Ferreira	2008 Summer	Swimming	NA
David Ferrer Ern	2008 Summer	Tennis	NA
David Ferrer Ern	2008 Summer	Tennis	NA
Miguel Ferrera Rodrguez	2008 Summer	Taekwondo	NA
Francesca Ferretti	2008 Summer	Volleyball	NA
Sergio Andrs Ferreyra	2008 Summer	Swimming	NA
Sergio Andrs Ferreyra	2008 Summer	Swimming	NA
Christel Ferrier Bruneau	2008 Summer	Cycling	NA
Serhiy Serhiyovych Fesenko	2008 Summer	Swimming	NA
Serhiy Serhiyovych Fesenko	2008 Summer	Swimming	NA
Sergey Vasilyevich Fesikov	2008 Summer	Swimming	NA
Nicholas David "Nick" Ffrost	2008 Summer	Swimming	Bronze
Pietro Figlioli	2008 Summer	Water Polo	NA
Nayara Figueira	2008 Summer	Synchronized Swimming	NA
scar Albeyro Figueroa Mosquera	2008 Summer	Weightlifting	NA
Pablo Figueroa Carillo	2008 Summer	Judo	NA
Jonelle Filigno	2008 Summer	Football	NA
Roseline Filion	2008 Summer	Diving	NA
Filip Filipovi	2008 Summer	Water Polo	Bronze
Mrio Filipovi	2008 Summer	Shooting	NA
Nenad Filipovi	2008 Summer	Athletics	NA
Predrag Filipovi	2008 Summer	Athletics	NA
Alessia Filippi	2008 Summer	Swimming	Silver
Alessia Filippi	2008 Summer	Swimming	NA
Alessia Filippi	2008 Summer	Swimming	NA
Vasily Viktorovich Filippov	2008 Summer	Handball	NA
Svetlana Vyacheslavovna Filippova	2008 Summer	Diving	NA
Yelena Petrovna Filippova	2008 Summer	Wrestling	NA
Tetiana Anatolivna Filoniuk	2008 Summer	Athletics	NA
Sabrina Filzmoser	2008 Summer	Judo	NA
Jennie Lynn Finch (-Daigle)	2008 Summer	Softball	Silver
Thomas Finchum	2008 Summer	Diving	NA
Thomas Finchum	2008 Summer	Diving	NA
Tatyana Pavlovna Firova	2008 Summer	Athletics	NA
Tatyana Pavlovna Firova	2008 Summer	Athletics	Silver
Fanny Fischer	2008 Summer	Canoeing	NA
Fanny Fischer	2008 Summer	Canoeing	Gold
Heike Fischer	2008 Summer	Diving	Bronze
Murilo Antnio Fischer	2008 Summer	Cycling	NA
sa Nilla Maria Fischer	2008 Summer	Football	NA
Gaper Fistravec	2008 Summer	Rowing	NA
Julien Fivaz	2008 Summer	Athletics	NA
Matthias Flach	2008 Summer	Rowing	NA
Shalane Flanagan (-Edwards)	2008 Summer	Athletics	NA
Shalane Flanagan (-Edwards)	2008 Summer	Athletics	Silver
Peter Tersgov Flarup	2008 Summer	Equestrianism	NA
Carolina "Caro" Flatscher	2008 Summer	Sailing	NA
Renee Kimberly Flavell	2008 Summer	Badminton	NA
Paul Fleming	2008 Summer	Boxing	NA
Laura lodie Flessel-Colovic	2008 Summer	Fencing	NA
Jarrod Fletcher	2008 Summer	Boxing	NA
Sherry Ingrid Veronica Fletcher	2008 Summer	Athletics	NA
Niculae Flocea	2008 Summer	Canoeing	NA
Kristina Lina "Tina" Flognman	2008 Summer	Handball	NA
Deborah Kirsty "Debbie" Flood	2008 Summer	Rowing	Silver
Rzvan Ionu Florea	2008 Summer	Swimming	NA
Rzvan Ionu Florea	2008 Summer	Swimming	NA
Rzvan Ionu Florea	2008 Summer	Swimming	NA
Rodica Maria Florea-erban	2008 Summer	Rowing	Bronze
David Florence	2008 Summer	Canoeing	Silver
Guillaume Florent	2008 Summer	Sailing	Bronze
Ariel Mauricio Flores Gmez	2008 Summer	Shooting	NA
Carlos Julio Flores Prez	2008 Summer	Sailing	NA
Mario Ivn Flores Hernndez	2008 Summer	Athletics	NA
Tricia Flores	2008 Summer	Athletics	NA
Shirley Margarita Florian Daz	2008 Summer	Volleyball	NA
Tairia Flowers	2008 Summer	Softball	Silver
Gemma Flynn	2008 Summer	Hockey	NA
Zoltn Fodor	2008 Summer	Wrestling	Silver
Colomba Fofana	2008 Summer	Athletics	NA
Fatmata Fofanah	2008 Summer	Athletics	NA
Nabie Foday Fofanah	2008 Summer	Athletics	NA
Hlia "Fofo" Rogrio de Souza Pinto	2008 Summer	Volleyball	Gold
Lyndsie Fogarty	2008 Summer	Canoeing	NA
Lyndsie Fogarty	2008 Summer	Canoeing	Bronze
Alejandro Jos Foglia Costa	2008 Summer	Sailing	NA
Anna Foitidou	2008 Summer	Athletics	NA
Vitaly Vitalyevich Fokeyev	2008 Summer	Shooting	NA
Anton Viktorovich Fokin	2008 Summer	Gymnastics	NA
Anton Viktorovich Fokin	2008 Summer	Gymnastics	NA
Anton Viktorovich Fokin	2008 Summer	Gymnastics	Bronze
Anton Viktorovich Fokin	2008 Summer	Gymnastics	NA
Anton Viktorovich Fokin	2008 Summer	Gymnastics	NA
Anton Viktorovich Fokin	2008 Summer	Gymnastics	NA
Nataliya Viktorivna Fokina-Semenova	2008 Summer	Athletics	NA
Mike Fokoroni	2008 Summer	Athletics	NA
Cormac Folan	2008 Summer	Rowing	NA
Naomi Anne Folkard	2008 Summer	Archery	NA
Naomi Anne Folkard	2008 Summer	Archery	NA
Victorine Agum Fomum	2008 Summer	Table Tennis	NA
Sandra Fong	2008 Summer	Shooting	NA
Luis Heberto Fonseca	2008 Summer	Athletics	NA
Daniel Monzozo Fontana	2008 Summer	Triathlon	NA
Marco Aurelio Fontana	2008 Summer	Cycling	NA
Estefana Andrea Fontanini	2008 Summer	Canoeing	NA
Bruno Fontes	2008 Summer	Sailing	NA
Mathieu Fonteyn	2008 Summer	Swimming	NA
Eileen Karen Lee Chin Foo Kune	2008 Summer	Badminton	NA
Ronald Joseph Forbes	2008 Summer	Athletics	NA
Laia Forcadell Arenas	2008 Summer	Athletics	NA
David Watson Ford	2008 Summer	Canoeing	NA
Martyn Henry de Boulay Forde	2008 Summer	Swimming	NA
Juan Pablo Forero Carreo	2008 Summer	Cycling	NA
Krystal Forgesson	2008 Summer	Hockey	NA
Cdric Forgit	2008 Summer	Canoeing	NA
Miraildes "Formiga" Maciel Mota	2008 Summer	Football	Silver
Erick Fornaris lvarez	2008 Summer	Diving	NA
Denis Forov	2008 Summer	Wrestling	NA
Nicole Wendy Forrester	2008 Summer	Athletics	NA
Linda Maria Forsberg (Johansson-)	2008 Summer	Football	NA
Marco Paulo Fortes	2008 Summer	Athletics	NA
Mark Andrew Foster	2008 Summer	Swimming	NA
Nancilea Marie Foster (Underwood-)	2008 Summer	Diving	NA
Sally Foster (-Hunter)	2008 Summer	Swimming	NA
Brigitte Ann Foster-Hylton	2008 Summer	Athletics	NA
Allodin Fothergill	2008 Summer	Athletics	NA
Antonios Fotsis	2008 Summer	Basketball	NA
Benjamin John "Ben" Fouhy	2008 Summer	Canoeing	NA
Hyleas Christine Fountain	2008 Summer	Athletics	Silver
milie Fournel	2008 Summer	Canoeing	NA
ngel Fournier Rodrguez	2008 Summer	Rowing	NA
William Dexter Fowler	2008 Summer	Baseball	Bronze
Sylvia Shaqueria Fowles	2008 Summer	Basketball	Gold
William Speed Lane Fox-Pitt	2008 Summer	Equestrianism	NA
William Speed Lane Fox-Pitt	2008 Summer	Equestrianism	Bronze
Gunhild Bentzen Flstad	2008 Summer	Football	NA
Marit Malm Frafjord	2008 Summer	Handball	Gold
Pedro Diogo Rosas Cardoso Fraga	2008 Summer	Rowing	NA
Antonia-Athina Frai	2008 Summer	Sailing	NA
Thomas Bennett "Benn" Fraker	2008 Summer	Canoeing	NA
Felipe Alves Frana da Silva	2008 Summer	Swimming	NA
Felipe Alves Frana da Silva	2008 Summer	Swimming	NA
Genesis del Carmen Franchesco Machado	2008 Summer	Volleyball	NA
Zsuzsanna "Susan" Francia	2008 Summer	Rowing	Gold
Francielle Manoel Alberto	2008 Summer	Football	Silver
Francielle Aparecida do Nascimento	2008 Summer	Basketball	NA
Alleyne Jeremy Francique	2008 Summer	Athletics	NA
Samuel Adelebari Francis	2008 Summer	Athletics	NA
Ethiene Cristina Gonser Franco	2008 Summer	Gymnastics	NA
Ethiene Cristina Gonser Franco	2008 Summer	Gymnastics	NA
Ethiene Cristina Gonser Franco	2008 Summer	Gymnastics	NA
Ethiene Cristina Gonser Franco	2008 Summer	Gymnastics	NA
Ethiene Cristina Gonser Franco	2008 Summer	Gymnastics	NA
Leryn Dahiana Franco Stenery	2008 Summer	Athletics	NA
Procopio Franco Hernndez	2008 Summer	Athletics	NA
Scott Frandsen	2008 Summer	Rowing	Silver
Trent Franklin	2008 Summer	Water Polo	NA
Martina Franko (Holan-)	2008 Summer	Football	NA
Sonia Franquet Calvente	2008 Summer	Shooting	NA
Sonia Franquet Calvente	2008 Summer	Shooting	NA
Anna Jenny Eva Maria Fransson (Magnusson-)	2008 Summer	Wrestling	NA
Erminio Frasca	2008 Summer	Shooting	NA
Pauline Frasca	2008 Summer	Rowing	NA
Brett Micheal Fraser	2008 Summer	Swimming	NA
Shaune David Fraser	2008 Summer	Swimming	NA
Shaune David Fraser	2008 Summer	Swimming	NA
Shaune David Fraser	2008 Summer	Swimming	NA
Suzannah "Suzie" Fraser	2008 Summer	Water Polo	Bronze
Shelly-Ann Fraser-Pryce	2008 Summer	Athletics	Gold
Shelly-Ann Fraser-Pryce	2008 Summer	Athletics	NA
Teresa Frassinetti	2008 Summer	Water Polo	NA
Michael Audley Frater	2008 Summer	Athletics	NA
Michael Audley Frater	2008 Summer	Athletics	NA
Annika Sofia Wiel Fredn (-Hvannberg)	2008 Summer	Handball	NA
Clayton Fredericks	2008 Summer	Equestrianism	NA
Clayton Fredericks	2008 Summer	Equestrianism	Silver
Lucinda Fredericks (Murray-)	2008 Summer	Equestrianism	NA
Lucinda Fredericks (Murray-)	2008 Summer	Equestrianism	Silver
Lise Birgitte Vaksdal Fredriksen	2008 Summer	Sailing	NA
Duncan Seth Free	2008 Summer	Rowing	Gold
Alice Elizabeth Freeman	2008 Summer	Rowing	NA
David Freeman	2008 Summer	Athletics	NA
Emily Kaye Freeman	2008 Summer	Athletics	NA
Emily Kaye Freeman	2008 Summer	Athletics	NA
scar Freire Gmez	2008 Summer	Cycling	NA
Meike Freitag	2008 Summer	Swimming	NA
Meike Freitag	2008 Summer	Swimming	NA
Marcos Andr Sousa da Silva Freitas	2008 Summer	Table Tennis	NA
Patrcia da Costa Freitas	2008 Summer	Sailing	NA
Santiago "Santi" Freixa Escude	2008 Summer	Hockey	Silver
Mark French	2008 Summer	Cycling	NA
Mark French	2008 Summer	Cycling	NA
Vitaly Valeryevich Fridzon	2008 Summer	Basketball	NA
Michael "Mike" Friedman	2008 Summer	Cycling	NA
Ariane Friedrich (Tempel-)	2008 Summer	Athletics	NA
Lotte Friis	2008 Summer	Swimming	NA
Lotte Friis	2008 Summer	Swimming	Bronze
Lotte Friis	2008 Summer	Swimming	NA
Vendula Frintov	2008 Summer	Triathlon	NA
Kristijan Fris	2008 Summer	Wrestling	NA
Henning Fritz	2008 Summer	Handball	NA
Claes Jesper Fritz	2008 Summer	Athletics	NA
Sultana Frizell	2008 Summer	Athletics	NA
Jan Frodeno	2008 Summer	Triathlon	Gold
Cornelia Froelich	2008 Summer	Shooting	NA
Lars Arne Frlander	2008 Summer	Swimming	NA
Lars Arne Frlander	2008 Summer	Swimming	NA
Lars Arne Frlander	2008 Summer	Swimming	NA
Ilya Mikhaylovich Frolov	2008 Summer	Modern Pentathlon	NA
Vladislav Yuryevich Frolov	2008 Summer	Athletics	NA
Helena Fromm	2008 Summer	Taekwondo	NA
Emerson Andrew Frostad	2008 Summer	Baseball	NA
Fu Baorong	2008 Summer	Hockey	Silver
Fu Haifeng	2008 Summer	Badminton	Silver
Tom Fuik	2008 Summer	Swimming	NA
Tom Fuik	2008 Summer	Swimming	NA
Denisse del Carmen Fuenmayor Arcila	2008 Summer	Softball	NA
Andrea Fuentes Fache	2008 Summer	Synchronized Swimming	Silver
Andrea Fuentes Fache	2008 Summer	Synchronized Swimming	Silver
Hctor Dayron Fuentes Valds	2008 Summer	Athletics	NA
Jos Luis Fuentes Bustamente	2008 Summer	Gymnastics	NA
Jos Luis Fuentes Bustamente	2008 Summer	Gymnastics	NA
Jos Luis Fuentes Bustamente	2008 Summer	Gymnastics	NA
Jos Luis Fuentes Bustamente	2008 Summer	Gymnastics	NA
Jos Luis Fuentes Bustamente	2008 Summer	Gymnastics	NA
Jos Luis Fuentes Bustamente	2008 Summer	Gymnastics	NA
Iris Mara Fuentes-Pila Ortz	2008 Summer	Athletics	NA
Zulema Fuentes-Pila Ortz	2008 Summer	Athletics	NA
Jakob Diemer Fuglsang	2008 Summer	Cycling	NA
Takuro Fujii	2008 Summer	Swimming	NA
Takuro Fujii	2008 Summer	Swimming	NA
Takuro Fujii	2008 Summer	Swimming	NA
Takuro Fujii	2008 Summer	Swimming	Bronze
Kyuji Fujikawa	2008 Summer	Baseball	NA
Motoko Fujimoto	2008 Summer	Softball	Gold
Maiko Fujino	2008 Summer	Swimming	NA
Maiko Fujino	2008 Summer	Swimming	NA
Ai Fukuhara	2008 Summer	Table Tennis	NA
Ai Fukuhara	2008 Summer	Table Tennis	NA
Miho Fukumoto	2008 Summer	Football	NA
Haruna Fukuoka	2008 Summer	Table Tennis	NA
Haruna Fukuoka	2008 Summer	Table Tennis	NA
Kayoko Fukushi	2008 Summer	Athletics	NA
Kayoko Fukushi	2008 Summer	Athletics	NA
Chisato Fukushima	2008 Summer	Athletics	NA
Tatsuya Fukuzawa	2008 Summer	Volleyball	NA
Margarita "Marga" Fullana Riera	2008 Summer	Cycling	NA
Ramn Antonio Fumad Rodrguez	2008 Summer	Diving	NA
Manuel Fumic	2008 Summer	Cycling	NA
Ivn Fundora Zaldivar	2008 Summer	Wrestling	NA
Karen Furneaux	2008 Summer	Canoeing	NA
Karen Furneaux	2008 Summer	Canoeing	NA
Moritz Frste	2008 Summer	Hockey	Gold
Takaharu Furukawa	2008 Summer	Archery	NA
Toshiaki Fushimi	2008 Summer	Cycling	NA
Mara Fuster Martnez	2008 Summer	Swimming	NA
Mara Fuster Martnez	2008 Summer	Swimming	NA
Edina Fsti	2008 Summer	Athletics	NA
Tatyana Fyodorovich	2008 Summer	Canoeing	NA
Mariusz Stanisaw Fyrstenberg	2008 Summer	Tennis	NA
Kamghe Gaba	2008 Summer	Athletics	NA
Mohamed Gabal	2008 Summer	Volleyball	NA
Karam Mohamed Gaber Ibrahim	2008 Summer	Wrestling	NA
Jan-Willem Gabrils	2008 Summer	Rowing	NA
Andrej Gaina	2008 Summer	Table Tennis	NA
Ahmed Gad	2008 Summer	Rowing	NA
Alim Shalauatovich Gadanov	2008 Summer	Judo	NA
Tomas Gadeikis	2008 Summer	Canoeing	NA
ron Gdorfalvi	2008 Summer	Sailing	NA
Rizvan Sabibullayevich Gadzhiyev	2008 Summer	Wrestling	NA
Nathan Gafuik	2008 Summer	Gymnastics	NA
Nathan Gafuik	2008 Summer	Gymnastics	NA
Nathan Gafuik	2008 Summer	Gymnastics	NA
Nathan Gafuik	2008 Summer	Gymnastics	NA
Nathan Gafuik	2008 Summer	Gymnastics	NA
Nathan Gafuik	2008 Summer	Gymnastics	NA
Nathan Gafuik	2008 Summer	Gymnastics	NA
Emmanuelle Gagliardi	2008 Summer	Tennis	NA
Marie-Pierre Gagn	2008 Summer	Synchronized Swimming	NA
Fernando Rubn Gago	2008 Summer	Football	Gold
Katarzyna Karolina Gajga (Biel-, -Anio)	2008 Summer	Volleyball	NA
Milorad Gajovi	2008 Summer	Boxing	NA
Rbert Gl	2008 Summer	Gymnastics	NA
Rbert Gl	2008 Summer	Gymnastics	NA
Rbert Gl	2008 Summer	Gymnastics	NA
Rbert Gl	2008 Summer	Gymnastics	NA
Udi Gal	2008 Summer	Sailing	NA
Christian Galenda	2008 Summer	Swimming	NA
Christian Galenda	2008 Summer	Swimming	NA
Marco Galiazzo	2008 Summer	Archery	NA
Marco Galiazzo	2008 Summer	Archery	Silver
Victoria "Vicky" Galindo	2008 Summer	Softball	Silver
Marek Galiski	2008 Summer	Cycling	NA
Alessandra Galiotto	2008 Summer	Canoeing	NA
Luiza Galiulina	2008 Summer	Gymnastics	NA
Luiza Galiulina	2008 Summer	Gymnastics	NA
Luiza Galiulina	2008 Summer	Gymnastics	NA
Luiza Galiulina	2008 Summer	Gymnastics	NA
Lyubov Vladimirovna Galkina	2008 Summer	Shooting	Silver
Lyubov Vladimirovna Galkina	2008 Summer	Shooting	NA
John Christopher Gall	2008 Summer	Baseball	Bronze
Darryn Gallagher	2008 Summer	Hockey	NA
Rebecca Gallantree	2008 Summer	Diving	NA
Horacio Gallardo Burgos	2008 Summer	Cycling	NA
Ivn Gallego Vela	2008 Summer	Water Polo	NA
Magnus Lars Olof Gllerdal	2008 Summer	Equestrianism	NA
Magnus Lars Olof Gllerdal	2008 Summer	Equestrianism	NA
Joanne "Jo" Galletly	2008 Summer	Hockey	NA
Valentino Gallo	2008 Summer	Water Polo	NA
Julio Csar Galofre Montes	2008 Summer	Swimming	NA
Gleb Sergeyevich Galperin	2008 Summer	Diving	Bronze
Gleb Sergeyevich Galperin	2008 Summer	Diving	Bronze
Rossano Galtarossa	2008 Summer	Rowing	Silver
Jos David Galvn Martnez	2008 Summer	Athletics	NA
Felicity Madeline Galvez	2008 Summer	Swimming	Gold
Felicity Madeline Galvez	2008 Summer	Swimming	Gold
Ryan Gambin	2008 Summer	Swimming	NA
Annett Gamm	2008 Summer	Diving	NA
Annett Gamm	2008 Summer	Diving	NA
Yekaterina Aleksandrovna Gamova	2008 Summer	Volleyball	NA
Prameela Gudandda Ganapathy (-Aiyappa)	2008 Summer	Athletics	NA
Diogo Almeida Messias Ganchinho	2008 Summer	Trampolining	NA
Diana Gandega	2008 Summer	Basketball	NA
Ellen May Gandy	2008 Summer	Swimming	NA
Gang Il-Gu	2008 Summer	Handball	NA
Gang Min-Ho	2008 Summer	Baseball	Gold
Gang Mun-Gwon	2008 Summer	Hockey	NA
Gang Sin-Yeong	2008 Summer	Judo	NA
Gang Yeong-Seo	2008 Summer	Swimming	NA
Mark Daniel Gangloff	2008 Summer	Swimming	NA
Mark Daniel Gangloff	2008 Summer	Swimming	Gold
Gantmriin Dashdavaa	2008 Summer	Judo	NA
Gao Ao	2008 Summer	Water Polo	NA
Jun Gao (-Chang)	2008 Summer	Table Tennis	NA
Jun Gao (-Chang)	2008 Summer	Table Tennis	NA
Gao Lihua	2008 Summer	Hockey	Silver
Gao Lin	2008 Summer	Football	NA
Gao Ling	2008 Summer	Badminton	NA
Gao Min	2008 Summer	Cycling	NA
Gao Min	2008 Summer	Cycling	NA
Gao Ning	2008 Summer	Table Tennis	NA
Gao Ning	2008 Summer	Table Tennis	NA
Gao Shuying	2008 Summer	Athletics	NA
Gao Yulan	2008 Summer	Rowing	Silver
Rubn Garabaya Arenas	2008 Summer	Handball	Bronze
Ezequiel Marcelo Garay Gonzlez	2008 Summer	Football	Gold
Harouna Garba	2008 Summer	Athletics	NA
Jorge Joaqun Garbajosa Chaparro	2008 Summer	Basketball	Silver
Alberto Garca Fernndez	2008 Summer	Athletics	NA
Alejandra Garca Flood	2008 Summer	Athletics	NA
Angel Garca Correale	2008 Summer	Rowing	NA
Daniel Garca Gonzlez	2008 Summer	Judo	NA
Danielys del Valle Garca Buitriag	2008 Summer	Cycling	NA
Emmanuel Garcia	2008 Summer	Baseball	NA
Evelyn Yessenia Garca Marroqun	2008 Summer	Cycling	NA
Evelyn Yessenia Garca Marroqun	2008 Summer	Cycling	NA
Haislan Antonio Veranes Garcia	2008 Summer	Wrestling	NA
Jess ngel Garca Bragado	2008 Summer	Athletics	NA
Jon Garca Aguado	2008 Summer	Taekwondo	NA
Jorge Antonio Garca Rodrguez	2008 Summer	Canoeing	NA
Jorge Antonio Garca Rodrguez	2008 Summer	Canoeing	NA
Jos Amado Garca Gabriel	2008 Summer	Athletics	NA
Juan Garca Lorenzana	2008 Summer	Handball	Bronze
Luis Fernando Garca Bechinie	2008 Summer	Athletics	NA
Mara Altagarca Garca Caceres	2008 Summer	Judo	NA
Mario Jos Garca Rodrguez	2008 Summer	Water Polo	NA
Mayra Aide Garca Lpez	2008 Summer	Beach Volleyball	NA
Montserrat Garca Riberaygua	2008 Summer	Canoeing	NA
Rosibel Garca Mena	2008 Summer	Athletics	NA
Sergio Garca Ortz	2008 Summer	Swimming	NA
Agustina Soledad "Sole" Garca	2008 Summer	Hockey	Bronze
Vanessa Milagros Garca Vega	2008 Summer	Swimming	NA
Xavier Garca Gadea	2008 Summer	Water Polo	NA
Yordanis Garca Barrisonte	2008 Summer	Athletics	NA
Gabriel Bryan "Gabe" Gardner	2008 Summer	Volleyball	Gold
Robert Gardos	2008 Summer	Table Tennis	NA
Robert Gardos	2008 Summer	Table Tennis	NA
Kerstin Garefrekes	2008 Summer	Football	Bronze
Gable Garenamotse	2008 Summer	Athletics	NA
Roba Gari Chebute	2008 Summer	Athletics	NA
Mohamed Ryad Garidi	2008 Summer	Rowing	NA
Rta Garkauskait-Pakauskien (-Bdien-)	2008 Summer	Table Tennis	NA
Robert Garrett	2008 Summer	Basketball	NA
Gonzalo Andrs Garrido Zenteno	2008 Summer	Cycling	NA
Peter Gartmayer	2008 Summer	Beach Volleyball	NA
Rodrigo Garza Barbero	2008 Summer	Hockey	Silver
Geandry Garzn Caballero	2008 Summer	Wrestling	NA
Dario Alejandro Gasco	2008 Summer	Cycling	NA
ukasz Waldemar Gsior	2008 Summer	Swimming	NA
ukasz Waldemar Gsior	2008 Summer	Swimming	NA
Marc Gasol Sez	2008 Summer	Basketball	Silver
Pau Gasol Sez	2008 Summer	Basketball	Silver
Viktoriya Stepanovna Gasper	2008 Summer	Basketball	NA
Ruslan Miragayevich Gasymov	2008 Summer	Judo	NA
Bat-El Gatterer	2008 Summer	Taekwondo	NA
Sbastien Gattuso	2008 Summer	Athletics	NA
Damien Gaudin	2008 Summer	Cycling	NA
Scott Hunter Gault	2008 Summer	Rowing	NA
Kristin Ann Gauthier	2008 Summer	Canoeing	NA
Kristin Ann Gauthier	2008 Summer	Canoeing	NA
Saba Gavashelishvili	2008 Summer	Judo	NA
Mauro Gavotto	2008 Summer	Volleyball	NA
Adelina Gavril	2008 Summer	Athletics	NA
Anna Vitalyevna Gavrilenko	2008 Summer	Rhythmic Gymnastics	Gold
Sanja Gavrilovi	2008 Summer	Athletics	NA
Mabel Gay Tamayo	2008 Summer	Athletics	NA
Tyson Lashane Gay	2008 Summer	Athletics	NA
Tyson Lashane Gay	2008 Summer	Athletics	NA
Murad Zayrudinovich Gaydarov	2008 Summer	Wrestling	Bronze
Krasimir Gaydarski	2008 Summer	Volleyball	NA
Robyn Krista Gayle	2008 Summer	Football	NA
Georgios Gazis	2008 Summer	Boxing	NA
Ge Weiqing	2008 Summer	Water Polo	NA
Steffen Gebhardt	2008 Summer	Modern Pentathlon	NA
Haile Gebrselassie	2008 Summer	Athletics	NA
Sathi Geetha	2008 Summer	Athletics	NA
Logi Eldon Geirsson	2008 Summer	Handball	Silver
Oliver Geissmann	2008 Summer	Shooting	NA
Nataliya Nikolayevna Gelakh	2008 Summer	Rowing	Bronze
Deborah Gelisio	2008 Summer	Shooting	NA
Kris Gemmell	2008 Summer	Triathlon	NA
Bruna Genovese	2008 Summer	Athletics	NA
Maura Genovesi	2008 Summer	Shooting	NA
Maura Genovesi	2008 Summer	Shooting	NA
Matthew Judah "Matt" Gentry	2008 Summer	Wrestling	NA
Renat'o "Geor" Gomeshi	2008 Summer	Beach Volleyball	NA
Alison Magdalene George	2008 Summer	Athletics	NA
Bevan Christopher George	2008 Summer	Hockey	Bronze
Christie George	2008 Summer	Football	NA
David Harold George	2008 Summer	Cycling	NA
David Harold George	2008 Summer	Cycling	NA
Lesle-Ann Ronelda George	2008 Summer	Hockey	NA
Elena Georgescu-Nedelcu	2008 Summer	Rowing	Bronze
Boris Metodiev Georgiev	2008 Summer	Boxing	NA
Deyan Georgiev	2008 Summer	Canoeing	NA
Deyan Georgiev	2008 Summer	Canoeing	NA
Ned Gerard	2008 Summer	Shooting	NA
Andrey Aleksandrovich Gerashchenko	2008 Summer	Shooting	NA
Aleksandra Viktorovna Gerasimenya	2008 Summer	Swimming	NA
Aleksandra Viktorovna Gerasimenya	2008 Summer	Swimming	NA
Anna Gerasimou	2008 Summer	Tennis	NA
Balzs Gercsk	2008 Summer	Swimming	NA
Csaba Gercsk	2008 Summer	Swimming	NA
Roland Gerebics	2008 Summer	Shooting	NA
Julie Gerecht	2008 Summer	Sailing	NA
Pr Hkan Gerell	2008 Summer	Table Tennis	NA
Marisa Isabel Gerez	2008 Summer	Football	NA
Evgeniy Balev Gerganov	2008 Summer	Cycling	NA
Istvn Gergely	2008 Summer	Water Polo	Gold
Nikolay Borislavov Gergov	2008 Summer	Wrestling	NA
Andrija Geri	2008 Summer	Volleyball	NA
Andreas Geritzer	2008 Summer	Sailing	NA
Angeliki Gerolymou	2008 Summer	Water Polo	NA
Simon Gerrans	2008 Summer	Cycling	NA
Tandi Jane Gerrard-Indergaard	2008 Summer	Diving	NA
Robert Gesink	2008 Summer	Cycling	NA
Robert Gesink	2008 Summer	Cycling	NA
Venera Getova	2008 Summer	Athletics	NA
Kim Gevaert	2008 Summer	Athletics	NA
Kim Gevaert	2008 Summer	Athletics	Silver
Edgar Gevorgyan	2008 Summer	Weightlifting	NA
Jesse Ellen Gey	2008 Summer	Hockey	NA
Adriana Hendrika "Rika" Geyser	2008 Summer	Rowing	NA
Jaouad Gharib	2008 Summer	Athletics	Silver
Majed Al-Din Tarad Ghazal Al-Din	2008 Summer	Athletics	NA
Tamim Ghazy	2008 Summer	Fencing	NA
Ionu Gheorghe	2008 Summer	Boxing	NA
tefan Gheorghi	2008 Summer	Wrestling	NA
Ioan tefan Gherghel	2008 Summer	Swimming	NA
Ioan tefan Gherghel	2008 Summer	Swimming	NA
Ioan tefan Gherghel	2008 Summer	Swimming	NA
Arnaud Ghislain	2008 Summer	Athletics	NA
Hossein Ghomi	2008 Summer	Judo	NA
Antonio Ghomsi	2008 Summer	Football	NA
Mehdi Ghorbani	2008 Summer	Boxing	NA
Hatem Ghoula	2008 Summer	Athletics	NA
Hatem Ghoula	2008 Summer	Athletics	NA
Habiba Al-Ghribi-Boudra	2008 Summer	Athletics	NA
Gharid Ghrouf	2008 Summer	Athletics	NA
Gi Seong-Yong	2008 Summer	Football	NA
Zhorzhe "Gia" T'ersheiro	2008 Summer	Beach Volleyball	NA
Maria Cristina Giai Pron	2008 Summer	Canoeing	NA
Spyridon "Spyros" Gianniotis	2008 Summer	Swimming	NA
Spyridon "Spyros" Gianniotis	2008 Summer	Swimming	NA
Spyridon "Spyros" Gianniotis	2008 Summer	Swimming	NA
Giannis Giannoulis	2008 Summer	Swimming	NA
Gilberto Amauri "Giba" de Godoy Filho	2008 Summer	Volleyball	Silver
Jacob Spiker "Jake" Gibb	2008 Summer	Beach Volleyball	NA
Giuseppe Gibilisco	2008 Summer	Athletics	NA
Cameron Michael "Cam" Gibson	2008 Summer	Swimming	NA
Cameron Michael "Cam" Gibson	2008 Summer	Swimming	NA
