id	name	sex	birthyear	height	weight	team	noc	games	year	season	city	sport	event	medal	BMI
6461	Sergey Babikov	M	1968	170	100	Tajikistan	TJK	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Men's Free Pistol, 50 metres	NA	34.602076124567475
6472	Elna Babkina	F	1989	176	65	Latvia	LAT	2008 Summer	2008	Summer	Beijing	Basketball	Basketball Women's Basketball	NA	20.983987603305785
6478	Monika Babok	F	1992	176	65	Croatia	CRO	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 50 metres Freestyle	NA	20.983987603305785
6489	Alesya Aleksandrovna Babushkina	F	1989	170	55	Belarus	BLR	2008 Summer	2008	Summer	Beijing	Rhythmic Gymnastics	Rhythmic Gymnastics Women's Group	Bronze	19.031141868512112
6507	Howard Bach	M	1979	168	75	United States	USA	2008 Summer	2008	Summer	Beijing	Badminton	Badminton Men's Doubles	NA	26.573129251700678
6556	Tina Bachmann	F	1978	165	64	Germany	GER	2008 Summer	2008	Summer	Beijing	Hockey	Hockey Women's Hockey	NA	23.507805325987146
6629	Pter Bcsi	M	1983	175	82	Hungary	HUN	2008 Summer	2008	Summer	Beijing	Wrestling	Wrestling Men's Middleweight, Greco-Roman	NA	26.775510204081634
6632	Timea Bacsinszky	F	1989	170	62	Switzerland	SUI	2008 Summer	2008	Summer	Beijing	Tennis	Tennis Women's Singles	NA	21.453287197231834
6639	Bernadett Baczk	F	1986	164	60	Hungary	HUN	2008 Summer	2008	Summer	Beijing	Judo	Judo Women's Lightweight	NA	22.3081499107674
6647	Mauro Badaracchi	M	1984	180	83	Italy	ITA	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Men's Air Pistol, 10 metres	NA	25.61728395061728
6650	Mohamed Badawy	M	1986	195	91	Egypt	EGY	2008 Summer	2008	Summer	Beijing	Volleyball	Volleyball Men's Volleyball	NA	23.931623931623932
6652	Andrew James "Andy" Baddeley	M	1982	186	70	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 1,500 metres	NA	20.233553011908892
6688	Ndiss Kaba Badji	M	1984	190	82	Senegal	SEN	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's Long Jump	NA	22.71468144044321
6688	Ndiss Kaba Badji	M	1984	190	82	Senegal	SEN	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's Triple Jump	NA	22.71468144044321
6699	Youssef Badra	M	1984	185	81	Tunisia	TUN	2008 Summer	2008	Summer	Beijing	Judo	Judo Men's Half-Middleweight	NA	23.666910153396643
6701	Badrakhyn Odonchimeg	F	1982	175	63	Mongolia	MGL	2008 Summer	2008	Summer	Beijing	Wrestling	Wrestling Women's Middleweight, Freestyle	NA	20.571428571428573
6702	Hagar Badran	F	1989	nan	nan	Egypt	EGY	2008 Summer	2008	Summer	Beijing	Synchronized Swimming	Synchronized Swimming Women's Team	NA	
6709	Kateina Baurov	F	1983	168	54	Czech Republic	CZE	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's Pole Vault	NA	19.132653061224488
6710	Bair Dorzhiyevich Badyonov	M	1976	178	75	Russia	RUS	2008 Summer	2008	Summer	Beijing	Archery	Archery Men's Individual	Bronze	23.671253629592226
6710	Bair Dorzhiyevich Badyonov	M	1976	178	75	Russia	RUS	2008 Summer	2008	Summer	Beijing	Archery	Archery Men's Team	NA	23.671253629592226
6718	Bae Min-Hee	F	1988	169	56	South Korea	KOR	2008 Summer	2008	Summer	Beijing	Handball	Handball Women's Handball	Bronze	19.60715661216344
6731	Baek Ji-Hoon	M	1985	175	65	South Korea	KOR	2008 Summer	2008	Summer	Beijing	Football	Football Men's Football	NA	21.224489795918366
6733	Baek Jong-Seop	M	1980	172	60	South Korea	KOR	2008 Summer	2008	Summer	Beijing	Boxing	Boxing Men's Lightweight	NA	20.281233098972418
6740	Baek Won-Cheol	M	1977	180	83	South Korea	KOR	2008 Summer	2008	Summer	Beijing	Handball	Handball Men's Handball	NA	25.61728395061728
6758	Mara Virginia Bez Franco	F	1992	171	70	Paraguay	PAR	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 100 metres Backstroke	NA	23.93898977463151
6767	Fatoumata Bagayoko	F	1988	178	nan	Mali	MLI	2008 Summer	2008	Summer	Beijing	Basketball	Basketball Women's Basketball	NA	
6768	Mamadou Bagayoko	M	1990	175	63	Cote d'Ivoire	CIV	2008 Summer	2008	Summer	Beijing	Football	Football Men's Football	NA	20.571428571428573
6778	Jos Alessandro Bernardo Baggio	M	1981	172	63	Brazil	BRA	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 20 kilometres Walk	NA	21.295294753921038
6801	Lionel Baguissi	M	1974	186	77	Gabon	GAB	2008 Summer	2008	Summer	Beijing	Taekwondo	Taekwondo Men's Welterweight	NA	22.256908313099782
6808	Mariam Bah	F	1976	167	57	Cote d'Ivoire	CIV	2008 Summer	2008	Summer	Beijing	Taekwondo	Taekwondo Women's Featherweight	NA	20.43816558499767
6811	Julien Bahain	M	1986	190	93	France	FRA	2008 Summer	2008	Summer	Beijing	Rowing	Rowing Men's Quadruple Sculls	Bronze	25.761772853185594
6812	Kamal Bahamdan	M	1970	172	69	Saudi Arabia	KSA	2008 Summer	2008	Summer	Beijing	Equestrianism	Equestrianism Mixed Jumping, Individual	NA	23.32341806381828
6812	Kamal Bahamdan	M	1970	172	69	Saudi Arabia	KSA	2008 Summer	2008	Summer	Beijing	Equestrianism	Equestrianism Mixed Jumping, Team	NA	23.32341806381828
6813	Loren Yamil Bahamonde Cabello	F	1987	172	66	Ecuador	ECU	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 50 metres Freestyle	NA	22.309356408869657
6819	Nesar Ahmad Bahawi	M	1984	186	68	Afghanistan	AFG	2008 Summer	2008	Summer	Beijing	Taekwondo	Taekwondo Men's Featherweight	NA	19.65545149728292
6857	Bai Xue	F	1989	165	53	China	CHN	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 10,000 metres	NA	19.467401285583104
6872	Adil Baig	M	1983	177	66	Pakistan	PAK	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 50 metres Freestyle	NA	21.06674327300584
6880	Aleen May Bailey	F	1981	170	64	Jamaica	JAM	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 4 x 100 metres Relay	NA	22.145328719723185
6888	Daniel Everton Bailey	M	1987	179	68	Antigua and Barbuda	ANT	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 100 metres	NA	21.222808276895226
6895	Jade Latoya Bailey	F	1983	183	70	Barbados	BAR	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 100 metres	NA	20.902385858042937
6895	Jade Latoya Bailey	F	1983	183	70	Barbados	BAR	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 200 metres	NA	20.902385858042937
6906	Ryan Bailey	M	1976	198	111	United States	USA	2008 Summer	2008	Summer	Beijing	Water Polo	Water Polo Men's Water Polo	Silver	28.313437404346494
6910	Tanya Bailey	F	1981	165	66	Australia	AUS	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Women's BMX	NA	24.242424242424242
6928	Logan Bailly	M	1986	189	85	Belgium	BEL	2008 Summer	2008	Summer	Beijing	Football	Football Men's Football	NA	23.795526441029086
6932	Andretti "Dretti" Bain	M	1986	175	65	Bahamas	BAH	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 400 metres	NA	21.224489795918366
6932	Andretti "Dretti" Bain	M	1986	175	65	Bahamas	BAH	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 4 x 400 metres Relay	Silver	21.224489795918366
6934	Angie Lee Bainbridge	F	1990	181	67	Australia	AUS	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 4 x 200 metres Freestyle Relay	Gold	20.45114617990904
6979	Fatmire "Lira" Bajramaj (-Alushi)	F	1988	170	58	Germany	GER	2008 Summer	2008	Summer	Beijing	Football	Football Women's Football	Bronze	20.069204152249135
6992	Emile Rony Bakale	M	1988	188	90	Congo (Brazzaville)	CGO	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 100 metres Freestyle	NA	25.464010864644635
7009	Tatyana Bakatyuk (-Amanzhol)	F	1986	155	48	Kazakhstan	KAZ	2008 Summer	2008	Summer	Beijing	Wrestling	Wrestling Women's Flyweight, Freestyle	NA	19.979188345473467
7052	Norayr Bakhtamyan	M	1971	180	90	Armenia	ARM	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Men's Air Pistol, 10 metres	NA	27.77777777777778
7052	Norayr Bakhtamyan	M	1971	180	90	Armenia	ARM	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Men's Free Pistol, 50 metres	NA	27.77777777777778
7060	Hamada Mohamed Bakir El-Nakib	M	1974	192	92	Egypt	EGY	2008 Summer	2008	Summer	Beijing	Handball	Handball Men's Handball	NA	24.95659722222222
7062	Otman Bakkal	M	1985	183	74	Netherlands	NED	2008 Summer	2008	Summer	Beijing	Football	Football Men's Football	NA	22.096807907073966
7102	Hosam Bakr Hosam Abdin	M	1986	178	69	Egypt	EGY	2008 Summer	2008	Summer	Beijing	Boxing	Boxing Men's Welterweight	NA	21.77755333922485
7105	Andrea Bakula	F	1982	181	70	Croatia	CRO	2008 Summer	2008	Summer	Beijing	Table Tennis	Table Tennis Women's Singles	NA	21.366869143188545
7105	Andrea Bakula	F	1982	181	70	Croatia	CRO	2008 Summer	2008	Summer	Beijing	Table Tennis	Table Tennis Women's Team	NA	21.366869143188545
7115	Desislava Balabanova	F	1989	165	58	Bulgaria	BUL	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Women's Air Rifle, 10 metres	NA	21.303948576675847
7115	Desislava Balabanova	F	1989	165	58	Bulgaria	BUL	2008 Summer	2008	Summer	Beijing	Shooting	Shooting Women's Small-Bore Rifle, Three Positions, 50 metres	NA	21.303948576675847
7126	Georgiy Ruslanovich Balakshin	M	1980	161	51	Russia	RUS	2008 Summer	2008	Summer	Beijing	Boxing	Boxing Men's Flyweight	Bronze	19.675166853130666
7136	Andrey Vladimirovich Balanov	M	1976	174	69	Russia	RUS	2008 Summer	2008	Summer	Beijing	Boxing	Boxing Men's Welterweight	NA	22.790328973444314
7186	Serhat Balc	M	1982	183	90	Turkey	TUR	2008 Summer	2008	Summer	Beijing	Wrestling	Wrestling Men's Light-Heavyweight, Freestyle	NA	26.874496103198066
7187	Egl Balinait	F	1989	176	63	Lithuania	LTU	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 800 metres	NA	20.338326446280995
7188	ivil Balinait	F	1979	158	43	Lithuania	LTU	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's Marathon	NA	17.224803717352987
7189	Egidijus Balinas	M	1975	188	88	Lithuania	LTU	2008 Summer	2008	Summer	Beijing	Canoeing	Canoeing Men's Kayak Doubles, 500 metres	NA	24.89814395654142
7219	Stefano Baldini	M	1971	176	62	Italy	ITA	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's Marathon	NA	20.015495867768593
7237	Natalie Bale	F	1986	188	74	Australia	AUS	2008 Summer	2008	Summer	Beijing	Rowing	Rowing Women's Coxed Eights	NA	20.93707559981892
7251	Kirsty Balfour (-Kettles)	F	1984	173	61	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 100 metres Breaststroke	NA	20.38156971499215
7251	Kirsty Balfour (-Kettles)	F	1984	173	61	Great Britain	GBR	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 200 metres Breaststroke	NA	20.38156971499215
7253	Ivano Bali	M	1979	190	96	Croatia	CRO	2008 Summer	2008	Summer	Beijing	Handball	Handball Men's Handball	NA	26.59279778393352
7283	Lloy James Ball	M	1972	203	95	United States	USA	2008 Summer	2008	Summer	Beijing	Volleyball	Volleyball Men's Volleyball	Gold	23.05321653036958
7328	Jorge Esteban Balliengo	M	1978	193	112	Argentina	ARG	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's Discus Throw	NA	30.06792128647749
7342	Sophie Balmary	F	1979	183	76	France	FRA	2008 Summer	2008	Summer	Beijing	Rowing	Rowing Women's Single Sculls	NA	22.694018931589476
7347	Coralie Balmy	F	1987	180	67	France	FRA	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 400 metres Freestyle	NA	20.679012345679013
7347	Coralie Balmy	F	1987	180	67	France	FRA	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 800 metres Freestyle	NA	20.679012345679013
7347	Coralie Balmy	F	1987	180	67	France	FRA	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 4 x 200 metres Freestyle Relay	NA	20.679012345679013
7354	Gbor Balog	M	1991	186	80	Hungary	HUN	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 200 metres Backstroke	NA	23.12406058503873
7360	Gbor Balogh	M	1976	187	76	Hungary	HUN	2008 Summer	2008	Summer	Beijing	Modern Pentathlon	Modern Pentathlon Men's Individual	NA	21.733535417083704
7380	Onalenna Oabona Baloyi	M	1982	180	62	Botswana	BOT	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 800 metres	NA	19.135802469135804
7387	Ksenija Balta	F	1987	169	51	Estonia	EST	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's Long Jump	NA	17.85651762893456
7408	Henrik Baltzersen	M	1985	180	93	Denmark	DEN	2008 Summer	2008	Summer	Beijing	Cycling	Cycling Men's BMX	NA	28.703703703703702
7423	Marvin Bam	M	1978	175	66	South Africa	RSA	2008 Summer	2008	Summer	Beijing	Hockey	Hockey Men's Hockey	NA	21.551020408163264
7424	Souleymane Bamba	M	1985	190	90	Cote d'Ivoire	CIV	2008 Summer	2008	Summer	Beijing	Football	Football Men's Football	NA	24.93074792243767
7437	Sybille Bammer	F	1980	174	64	Austria	AUT	2008 Summer	2008	Summer	Beijing	Tennis	Tennis Women's Singles	NA	21.13885585942661
7469	Lewis Simon Banda	M	1983	170	65	Zimbabwe	ZIM	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 400 metres	NA	22.49134948096886
7477	Philipp Bandi	M	1978	193	74	Switzerland	SUI	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 5,000 metres	NA	19.86630513570834
7482	ver Maximiliano David Banega	M	1988	175	73	Argentina	ARG	2008 Summer	2008	Summer	Beijing	Football	Football Men's Football	Gold	23.83673469387755
7485	Dola Banerjee	F	1980	162	69	India	IND	2008 Summer	2008	Summer	Beijing	Archery	Archery Women's Individual	NA	26.29172382258802
7485	Dola Banerjee	F	1980	162	69	India	IND	2008 Summer	2008	Summer	Beijing	Archery	Archery Women's Team	NA	26.29172382258802
7524	Zahra Bani	F	1980	173	77	Italy	ITA	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's Javelin Throw	NA	25.727555214006482
7527	Marko Bani	M	1979	204	104	Croatia	CRO	2008 Summer	2008	Summer	Beijing	Basketball	Basketball Men's Basketball	NA	24.99038831218762
7530	Albert Legrand Baning	M	1985	189	85	Cameroon	CMR	2008 Summer	2008	Summer	Beijing	Football	Football Men's Football	NA	23.795526441029086
7532	Konstantinos "Kostas" Baniotis	M	1987	201	80	Greece	GRE	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's High Jump	NA	19.801490062127176
7545	David Banks	M	1984	188	87	United States	USA	2008 Summer	2008	Summer	Beijing	Rowing	Rowing Men's Coxless Fours	NA	24.615210502489816
7563	Jarrod Bannister	M	1985	190	100	Australia	AUS	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's Javelin Throw	NA	27.700831024930746
7568	Anastasiya Aleksandrovna Bannova	F	1989	167	45	Kazakhstan	KAZ	2008 Summer	2008	Summer	Beijing	Archery	Archery Women's Individual	NA	16.135393882892895
7582	Carlos Delvis Banteux Surez	M	1987	174	69	Cuba	CUB	2008 Summer	2008	Summer	Beijing	Boxing	Boxing Men's Welterweight	Silver	22.790328973444314
7595	Bao Chunlai	M	1983	190	80	China	CHN	2008 Summer	2008	Summer	Beijing	Badminton	Badminton Men's Singles	NA	22.1606648199446
7597	Bao Yingying	F	1984	172	67	China	CHN	2008 Summer	2008	Summer	Beijing	Fencing	Fencing Women's Sabre, Individual	NA	22.6473769605192
7597	Bao Yingying	F	1984	172	67	China	CHN	2008 Summer	2008	Summer	Beijing	Fencing	Fencing Women's Sabre, Team	Silver	22.6473769605192
7604	Kelly-Ann Kaylene Baptiste	F	1987	167	54	Trinidad and Tobago	TTO	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 100 metres	NA	19.362472659471475
7604	Kelly-Ann Kaylene Baptiste	F	1987	167	54	Trinidad and Tobago	TTO	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 4 x 100 metres Relay	NA	19.362472659471475
7622	Enik Barabs-Mironcic	F	1986	181	74	Romania	ROU	2008 Summer	2008	Summer	Beijing	Rowing	Rowing Women's Coxed Eights	Bronze	22.587833094227893
7626	Jnos Barabyai	M	1984	173	77	Hungary	HUN	2008 Summer	2008	Summer	Beijing	Weightlifting	Weightlifting Men's Middleweight	NA	25.727555214006482
7627	Samir Bara	M	1974	188	95	Croatia	CRO	2008 Summer	2008	Summer	Beijing	Water Polo	Water Polo Men's Water Polo	NA	26.87867813490267
7628	Stanko Bara	M	1987	217	110	Croatia	CRO	2008 Summer	2008	Summer	Beijing	Basketball	Basketball Men's Basketball	NA	23.36002038692688
7631	Mariano Joaqun Baracetti	M	1974	194	92	Argentina	ARG	2008 Summer	2008	Summer	Beijing	Beach Volleyball	Beach Volleyball Men's Beach Volleyball	NA	24.44468062493357
7676	Natalia Baranovskaya-Khatziloizou	F	1979	173	60	Cyprus	CYP	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 100 metres Butterfly	NA	20.047445621303755
7678	Katarzyna "Kasia" Baranowska	F	1988	184	72	Poland	POL	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 4 x 200 metres Freestyle Relay	NA	21.266540642722116
7678	Katarzyna "Kasia" Baranowska	F	1988	184	72	Poland	POL	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 200 metres Individual Medley	NA	21.266540642722116
7678	Katarzyna "Kasia" Baranowska	F	1988	184	72	Poland	POL	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 400 metres Individual Medley	NA	21.266540642722116
7682	Anna Baraska (-Werbliska)	F	1984	178	66	Poland	POL	2008 Summer	2008	Summer	Beijing	Volleyball	Volleyball Women's Volleyball	NA	20.83070319404116
7695	Pawe Baraszkiewicz	M	1977	174	86	Poland	POL	2008 Summer	2008	Summer	Beijing	Canoeing	Canoeing Men's Canadian Singles, 500 metres	NA	28.405337561104503
7695	Pawe Baraszkiewicz	M	1977	174	86	Poland	POL	2008 Summer	2008	Summer	Beijing	Canoeing	Canoeing Men's Canadian Doubles, 1,000 metres	NA	28.405337561104503
7708	Jenny Barazza	F	1981	188	77	Italy	ITA	2008 Summer	2008	Summer	Beijing	Volleyball	Volleyball Women's Volleyball	NA	21.785875961973744
7717	Brbara Micheline do Monte Barbosa	F	1988	171	71	Brazil	BRA	2008 Summer	2008	Summer	Beijing	Football	Football Women's Football	Silver	24.280975342840534
7729	Aleesha Barber	F	1987	nan	nan	Trinidad and Tobago	TTO	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Women's 100 metres Hurdles	NA	
7737	Kate Barber	F	1977	160	55	United States	USA	2008 Summer	2008	Summer	Beijing	Hockey	Hockey Women's Hockey	NA	21.484375
7766	Danielli Yuri Barbosa	F	1984	160	65	Brazil	BRA	2008 Summer	2008	Summer	Beijing	Judo	Judo Women's Half-Middleweight	NA	25.390625
7768	Henrique Ribeiro Marques Barbosa	M	1984	195	84	Brazil	BRA	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 100 metres Breaststroke	NA	22.090729783037474
7768	Henrique Ribeiro Marques Barbosa	M	1984	195	84	Brazil	BRA	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 200 metres Breaststroke	NA	22.090729783037474
7769	Jade Fernandes Barbosa	F	1991	151	45	Brazil	BRA	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Women's Individual All-Around	NA	19.73597649225911
7769	Jade Fernandes Barbosa	F	1991	151	45	Brazil	BRA	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Women's Team All-Around	NA	19.73597649225911
7769	Jade Fernandes Barbosa	F	1991	151	45	Brazil	BRA	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Women's Floor Exercise	NA	19.73597649225911
7769	Jade Fernandes Barbosa	F	1991	151	45	Brazil	BRA	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Women's Horse Vault	NA	19.73597649225911
7769	Jade Fernandes Barbosa	F	1991	151	45	Brazil	BRA	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Women's Uneven Bars	NA	19.73597649225911
7769	Jade Fernandes Barbosa	F	1991	151	45	Brazil	BRA	2008 Summer	2008	Summer	Beijing	Gymnastics	Gymnastics Women's Balance Beam	NA	19.73597649225911
7809	Georgina Bardach Martin	F	1984	172	63	Argentina	ARG	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 200 metres Individual Medley	NA	21.295294753921038
7809	Georgina Bardach Martin	F	1984	172	63	Argentina	ARG	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 400 metres Individual Medley	NA	21.295294753921038
7814	Brian David Barden	M	1981	180	86	United States	USA	2008 Summer	2008	Summer	Beijing	Baseball	Baseball Men's Baseball	Bronze	26.543209876543212
7825	Giovanni Battista Bardis	M	1987	177	85	France	FRA	2008 Summer	2008	Summer	Beijing	Weightlifting	Weightlifting Men's Middleweight	NA	27.131411790992374
7847	Benjamin Oden "Ben" Barger	M	1981	183	73	United States	USA	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Men's Windsurfer	NA	21.79820239481621
7907	Sally Barkow	F	1980	168	82	United States	USA	2008 Summer	2008	Summer	Beijing	Sailing	Sailing Women's Three Person Keelboat	NA	29.05328798185941
7922	David Barlow	M	1984	205	97	Australia	AUS	2008 Summer	2008	Summer	Beijing	Basketball	Basketball Men's Basketball	NA	23.081499107674006
7945	Guy Marcos Barnea	M	1988	179	73	Israel	ISR	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Men's 100 metres Backstroke	NA	22.783308885490467
7957	Heinrich Barnes	M	1987	170	66	South Africa	RSA	2008 Summer	2008	Summer	Beijing	Wrestling	Wrestling Men's Welterweight, Freestyle	NA	22.837370242214536
7967	Patrick Gerard "Paddy" Barnes	M	1987	163	49	Ireland	IRL	2008 Summer	2008	Summer	Beijing	Boxing	Boxing Men's Light-Flyweight	Bronze	18.442545824080696
7978	Bryan Barnett	M	1987	183	92	Canada	CAN	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's 200 metres	NA	27.47170712771358
7993	Tamsin Barnett-Hinchley	F	1980	193	75	Australia	AUS	2008 Summer	2008	Summer	Beijing	Beach Volleyball	Beach Volleyball Women's Beach Volleyball	NA	20.13476871862332
8027	Khasan Makharbekovich Baroyev	M	1983	188	120	Russia	RUS	2008 Summer	2008	Summer	Beijing	Wrestling	Wrestling Men's Super-Heavyweight, Greco-Roman	Silver	33.952014486192844
8049	Romain Barras	M	1980	194	86	France	FRA	2008 Summer	2008	Summer	Beijing	Athletics	Athletics Men's Decathlon	NA	22.85046232330747
8051	Bronte Amelia Arnold Barratt	F	1989	171	59	Australia	AUS	2008 Summer	2008	Summer	Beijing	Swimming	Swimming Women's 200 metres Freestyle	NA	20.17714852433227
